Brand,Model,Year,EngineSize,Mileage,Transmission,FuelType,Price
Volkswagen, Golf,2019.0,2.0,2600,Semi-Auto,Petrol,28055
Ford, Fiesta,2017.0,1.0,9148,Manual,Petrol,9995
Skoda, Octavia,2019.0,1.6,15000,Semi-Auto,Diesel,15999
Toyota, Aygo,2011.0,1.0,82708,Manual,Petrol,2695
Volkswagen, Tiguan,2014.0,2.0,54010,Manual,Diesel,12995
Ford, Focus,2018.0,1.0,19064,Manual,Petrol,11599
Hyundai,I30,2018.0,1.0,15804,Manual,Petrol,9000
Skoda, Fabia,2016.0,1.0,26115,Manual,Petrol,6490
Vauxhall, Mokka,2015.0,1.4,45617,Manual,Petrol,7391
Volkswagen, Golf,2017.0,1.6,39985,Manual,Diesel,11783
BMW,3 Series,2015.0,2.0,58696,Manual,Diesel,11057
Ford, Focus,2018.0,2.0,8213,Manual,Diesel,18990
Ford, B-MAX,2016.0,1.5,12309,Manual,Diesel,8998
Volkswagen, Touareg,2018.0,3.0,22602,Semi-Auto,Diesel,34950
Vauxhall, Insignia,2014.0,1.8,75810,Manual,Petrol,5388
Mercedes, C Class,2017.0,2.0,20846,Semi-Auto,Petrol,18115
Audi,A3,2017.0,2.0,17365,Semi-Auto,Petrol,22991
Hyundai, Tucson,2019.0,1.6,9153,Semi-Auto,Petrol,18867
Vauxhall, Insignia,2017.0,2.0,30066,Manual,Diesel,13987
Volkswagen, Tiguan,2019.0,2.0,5800,Manual,Diesel,27900
Ford, Galaxy,2018.0,2.0,4753,Manual,Diesel,23499
Ford, EcoSport,2017.0,1.0,18868,Manual,Petrol,12200
Audi,Q5,2016.0,3.0,40787,Semi-Auto,Diesel,21990
Toyota, Aygo,2016.0,1.0,21780,Manual,Petrol,7370
Ford, Grand C-MAX,2017.0,1.5,13809,Manual,Diesel,10800
Audi,A5,2017.0,2.0,29885,Automatic,Petrol,19500
Hyundai, Tucson,2018.0,1.6,12875,Manual,Petrol,16500
Volkswagen, Golf,2020.0,1.5,517,Manual,Petrol,20999
Skoda, Kodiaq,2017.0,1.4,25600,Automatic,Petrol,22990
Mercedes, V Class,2019.0,2.0,18,Automatic,Diesel,45800
Ford, C-MAX,2017.0,1.5,14941,Manual,Diesel,10500
Ford, C-MAX,2015.0,1.5,29110,Manual,Diesel,9000
Volkswagen, Golf,2019.0,2.0,1491,Semi-Auto,Diesel,20290
Audi,A6,2015.0,2.0,46000,Semi-Auto,Diesel,15900
Volkswagen, Tiguan,2017.0,2.0,29336,Manual,Diesel,16860
Ford, Focus,2019.0,1.0,8000,Manual,Petrol,15590
Vauxhall, Corsa,2017.0,1.4,14170,Manual,Petrol,7999
Ford, Fiesta,2018.0,1.1,29204,Manual,Petrol,8490
Vauxhall, Corsa,2017.0,1.2,69000,Manual,Diesel,6999
Ford, Kuga,2017.0,2.0,24477,Manual,Diesel,15300
Audi,A4,2017.0,3.0,30195,Automatic,Diesel,22950
Volkswagen, Tiguan,2016.0,2.0,28977,Manual,Diesel,14970
Ford, Fiesta,2018.0,1.0,12202,Manual,Petrol,12200
Hyundai,I30,2020.0,2.0,3811,Manual,Petrol,22895
Volkswagen, Up,2020.0,1.0,100,Manual,Petrol,10580
Audi,A3,2015.0,2.0,42000,Manual,Diesel,8990
Volkswagen, Polo,2017.0,1.2,17120,Semi-Auto,Petrol,11999
Ford, Fiesta,2015.0,1.0,50116,Manual,Petrol,6541
Mercedes, A Class,2019.0,1.3,3608,Automatic,Petrol,29991
Toyota, Auris,2015.0,1.8,25699,Automatic,Hybrid,12495
Mercedes, A Class,2020.0,1.3,850,Manual,Petrol,24500
Vauxhall, Viva,2019.0,1.0,250,Manual,Petrol,9785
BMW,1 Series,2016.0,1.5,83830,Manual,Diesel,8495
Ford, Kuga,2013.0,2.0,49372,Automatic,Diesel,9921
Toyota, Verso,2017.0,1.8,33989,Automatic,Other,14800
Mercedes, C Class,2017.0,1.6,50212,Automatic,Diesel,17599
Vauxhall, Insignia,2018.0,2.0,7135,Manual,Diesel,18000
Vauxhall, Mokka X,2019.0,1.4,12669,Manual,Petrol,14995
Toyota, Auris,2017.0,1.2,14497,Manual,Petrol,10750
Skoda, Fabia,2019.0,1.0,9534,Manual,Petrol,11290
Vauxhall, Corsa,2015.0,1.2,27042,Manual,Petrol,6998
Volkswagen, Golf,2015.0,1.6,66813,Manual,Diesel,7475
Vauxhall, GTC,2016.0,1.6,31050,Manual,Diesel,9897
Mercedes, SL CLASS,2010.0,3.5,32450,Automatic,Petrol,18000
Vauxhall, Corsa,2019.0,1.4,11535,Manual,Petrol,10399
BMW,X5,2018.0,2.0,16933,Automatic,Hybrid,39988
Audi,A1,2015.0,1.4,48643,Semi-Auto,Petrol,11461
Ford, Focus,2017.0,2.0,19948,Manual,Diesel,15795
BMW,X3,2019.0,2.0,11,Semi-Auto,Diesel,33990
Vauxhall, Insignia,2017.0,2.0,19006,Manual,Diesel,13498
Mercedes, E Class,2019.0,2.0,7542,Semi-Auto,Diesel,32499
Mercedes, A Class,2019.0,1.3,9460,Automatic,Petrol,22480
Volkswagen, Golf,2016.0,2.0,40289,Manual,Diesel,14998
Ford, Kuga,2015.0,2.0,80083,Automatic,Diesel,11500
BMW,2 Series,2015.0,2.0,16073,Semi-Auto,Diesel,14750
Volkswagen, Polo,2016.0,1.0,12541,Manual,Petrol,10990
Vauxhall, Astra,2017.0,1.4,46971,Manual,Petrol,8291
Mercedes, A Class,2014.0,1.5,73000,Manual,Diesel,10498
Mercedes, C Class,2016.0,1.6,10581,Semi-Auto,Diesel,18341
Skoda, Superb,2019.0,2.0,8405,Automatic,Diesel,23495
Ford, Fiesta,2016.0,1.2,11969,Manual,Petrol,6995
Ford, Fiesta,2018.0,1.0,18559,Manual,Petrol,10250
Volkswagen, Golf,2019.0,1.6,5500,Manual,Diesel,17900
Vauxhall, Corsa,2014.0,1.2,32000,Manual,Petrol,4990
BMW,X5,2017.0,3.0,27932,Automatic,Diesel,31950
BMW,X3,2015.0,2.0,48000,Semi-Auto,Diesel,16500
Vauxhall, Mokka X,2019.0,1.4,13071,Automatic,Petrol,14260
Ford, Focus,2018.0,1.0,15302,Manual,Petrol,10990
Vauxhall, Corsa,2018.0,1.4,13149,Manual,Petrol,7995
Hyundai,I30,2016.0,1.6,31000,Automatic,Petrol,10995
Mercedes, C Class,2018.0,2.1,17970,Automatic,Diesel,26748
Ford, Focus,2015.0,1.0,42112,Manual,Petrol,7500
Volkswagen, Polo,2018.0,1.0,23654,Manual,Petrol,11990
Mercedes, C Class,2019.0,3.0,5376,Automatic,Petrol,35991
Toyota, Avensis,2016.0,2.0,7800,Manual,Diesel,11499
Volkswagen, Passat,2019.0,2.0,12489,Semi-Auto,Diesel,18741
Audi,Q2,2019.0,1.5,4846,Manual,Petrol,24000
Skoda, Fabia,2017.0,1.0,18388,Manual,Petrol,8495
Volkswagen, Tiguan,2017.0,2.0,33686,Manual,Diesel,16302
Ford, Kuga,2016.0,1.5,25100,Automatic,Petrol,13490
Hyundai,I30,2019.0,2.0,2219,Manual,Petrol,25995
Vauxhall, Meriva,2017.0,1.4,24195,Manual,Petrol,8199
BMW,5 Series,2017.0,2.0,28935,Automatic,Diesel,21300
Mercedes, GLE Class,2017.0,3.0,15626,Semi-Auto,Diesel,29998
Volkswagen, Up,2017.0,1.0,11724,Manual,Petrol,7400
Vauxhall, Viva,2016.0,1.0,6732,Semi-Auto,Petrol,8799
Audi,A3,2018.0,2.0,14267,Automatic,Diesel,23490
Vauxhall, Mokka,2014.0,1.7,87834,Manual,Diesel,6355
Vauxhall, Mokka,2016.0,1.6,39434,Manual,Diesel,9532
Vauxhall, Zafira,2017.0,1.4,52142,Manual,Petrol,9890
Mercedes, E Class,2019.0,2.0,10250,Semi-Auto,Diesel,24780
Volkswagen, Golf,2014.0,2.0,40192,Automatic,Diesel,12999
Audi,Q5,2013.0,2.0,26996,Manual,Petrol,19990
Vauxhall, Astra,2019.0,1.4,20671,Manual,Petrol,11399
Volkswagen, Golf,2013.0,1.4,26995,Manual,Petrol,9491
BMW,5 Series,2008.0,2.0,65000,Automatic,Diesel,5475
Ford, Focus,2015.0,1.5,55952,Manual,Diesel,7700
Ford, Focus,2015.0,1.5,26664,Manual,Diesel,8599
Mercedes, C Class,2016.0,2.1,33197,Automatic,Diesel,19599
Mercedes, A Class,2017.0,2.0,14687,Semi-Auto,Petrol,31112
Ford, S-MAX,2013.0,2.0,81514,Automatic,Diesel,7899
Ford, Mustang,2020.0,2.3,3500,Automatic,Petrol,38489
Skoda, Octavia,2017.0,1.6,21000,Semi-Auto,Diesel,11495
Ford, Fiesta,2017.0,1.6,7951,Manual,Petrol,13200
Ford, Focus,2019.0,1.0,7412,Manual,Petrol,16295
Toyota, Yaris,2015.0,1.5,29055,Automatic,Hybrid,10795
Audi,Q3,2015.0,2.0,46525,Manual,Diesel,16200
Audi,A3,2019.0,1.5,15813,Semi-Auto,Petrol,21750
BMW,1 Series,2015.0,3.0,17846,Manual,Petrol,16314
Mercedes, E Class,2019.0,2.0,5807,Automatic,Diesel,32890
Volkswagen, Golf,2016.0,1.6,59373,Manual,Diesel,9495
Volkswagen, Golf,2016.0,2.0,42314,Automatic,Diesel,16000
Vauxhall, Insignia,2017.0,1.6,26648,Manual,Diesel,10500
Audi,A1,2019.0,1.5,2246,Semi-Auto,Petrol,21811
Skoda, Fabia,2019.0,1.0,7123,Manual,Petrol,9499
Ford, EcoSport,2019.0,1.0,1065,Automatic,Petrol,17350
Vauxhall, Mokka X,2019.0,1.4,8227,Manual,Petrol,15398
Toyota, Corolla,2019.0,1.8,6125,Automatic,Hybrid,23395
Vauxhall, Mokka,2015.0,1.6,29226,Manual,Diesel,9600
Hyundai,I10,2020.0,1.0,1000,Manual,Petrol,13500
Audi,A3,2019.0,1.6,5789,Semi-Auto,Diesel,20250
BMW,3 Series,2015.0,3.0,31047,Automatic,Diesel,18499
Volkswagen, Golf,2016.0,1.4,20597,Manual,Petrol,15290
BMW,M6,2016.0,4.4,26642,Semi-Auto,Petrol,35898
Vauxhall, Corsa,2013.0,1.2,16154,Manual,Petrol,5998
Vauxhall, Corsa,2019.0,1.4,105,Manual,Petrol,10495
Audi,Q7,2018.0,3.0,12219,Automatic,Diesel,38000
Mercedes, SL CLASS,2019.0,2.0,9266,Semi-Auto,Petrol,30000
Hyundai,I30,2018.0,1.4,6089,Semi-Auto,Petrol,15995
Vauxhall, Mokka X,2017.0,1.6,29576,Manual,Petrol,10995
Vauxhall, Corsa,2018.0,1.3,22766,Manual,Diesel,8599
Hyundai, Tucson,2017.0,1.7,9146,Manual,Diesel,14498
Hyundai,I30,2014.0,1.6,38703,Manual,Diesel,7174
Volkswagen, Golf,2019.0,1.5,11217,Manual,Petrol,17298
Hyundai,I10,2018.0,1.2,9031,Manual,Petrol,8500
Vauxhall, Mokka X,2019.0,1.4,10917,Manual,Petrol,11998
Vauxhall, Astra,2019.0,1.0,15587,Manual,Petrol,9998
Mercedes, C Class,2019.0,1.6,3218,Semi-Auto,Diesel,26999
Mercedes, GLC Class,2019.0,2.0,3000,Automatic,Diesel,36995
Audi,A4,2016.0,2.0,28290,Manual,Diesel,17790
Audi,A1,2016.0,1.0,29526,Manual,Petrol,11000
Audi,A1,2016.0,1.4,27618,Semi-Auto,Petrol,16000
Skoda, Scala,2019.0,1.0,2653,Manual,Petrol,16990
Ford, Fiesta,2018.0,1.0,9000,Manual,Petrol,14995
Audi,Q2,2019.0,1.0,3358,Manual,Petrol,19991
Vauxhall, Corsa,2017.0,1.4,11000,Manual,Petrol,10900
Volkswagen, Golf,2019.0,2.0,6116,Manual,Petrol,24576
BMW,4 Series,2019.0,2.0,8675,Automatic,Diesel,25850
Toyota, Yaris,2017.0,1.3,24114,Manual,Petrol,9795
Vauxhall, Corsa,2019.0,1.4,4782,Manual,Petrol,10499
Volkswagen, Tiguan,2017.0,2.0,29200,Semi-Auto,Petrol,21725
Ford, Fiesta,2015.0,1.2,41896,Manual,Petrol,6495
Vauxhall, Astra,2016.0,1.6,16699,Semi-Auto,Diesel,10299
BMW,X5,2016.0,2.0,57146,Automatic,Diesel,24499
Volkswagen, Golf,2019.0,1.5,1300,Manual,Petrol,21490
BMW,X1,2019.0,1.5,7000,Manual,Petrol,22500
Audi,A1,2016.0,1.0,38375,Manual,Petrol,9699
Hyundai,IX35,2015.0,1.7,41309,Manual,Diesel,9000
Volkswagen, Passat,2018.0,2.0,59000,Semi-Auto,Diesel,16985
Volkswagen, Golf,2016.0,2.0,51952,Manual,Petrol,15140
Ford, Fiesta,2018.0,1.0,30311,Manual,Petrol,9990
Volkswagen, Shuttle,2015.0,2.0,26146,Automatic,Diesel,17895
Ford, Focus,2018.0,1.0,16819,Manual,Petrol,12499
Volkswagen, Tiguan,2017.0,2.0,52286,Semi-Auto,Diesel,20981
Audi,A1,2015.0,1.4,29430,Manual,Petrol,11681
Ford, Fiesta,2016.0,1.2,20447,Manual,Petrol,8498
Ford, Fiesta,2018.0,1.1,5732,Manual,Petrol,10999
Skoda, Kodiaq,2019.0,2.0,12321,Automatic,Diesel,25498
Mercedes, C Class,2019.0,1.5,15009,Semi-Auto,Petrol,24998
BMW,X1,2016.0,2.0,34393,Manual,Diesel,16670
Ford, Focus,2017.0,1.5,15540,Automatic,Petrol,12240
Ford, Fiesta,2014.0,1.0,21793,Manual,Petrol,6995
Hyundai, Ioniq,2018.0,1.6,6493,Automatic,Hybrid,17150
Toyota, Aygo,2019.0,1.0,7179,Manual,Petrol,8199
Vauxhall, Astra,2017.0,1.4,21925,Manual,Petrol,9995
BMW,5 Series,2018.0,3.0,9034,Automatic,Diesel,29995
Volkswagen, Golf,2014.0,1.4,31639,Manual,Petrol,11172
Volkswagen, Golf,2019.0,1.6,10150,Manual,Diesel,14990
Ford, Fiesta,2017.0,1.0,23494,Manual,Petrol,10698
Ford, Focus,2018.0,2.0,30690,Manual,Diesel,17498
Toyota, Yaris,2017.0,1.5,10122,Automatic,Petrol,11490
Mercedes, E Class,2017.0,2.0,13797,Semi-Auto,Diesel,22149
Ford, Fiesta,2017.0,1.0,29414,Manual,Petrol,9491
Toyota, Auris,2017.0,1.8,63652,Automatic,Hybrid,13498
Vauxhall, Mokka X,2019.0,1.4,12666,Manual,Petrol,12998
Toyota, Aygo,2014.0,1.0,19438,Manual,Petrol,6298
Ford, B-MAX,2014.0,1.6,23521,Semi-Auto,Petrol,6990
BMW,5 Series,2016.0,2.0,61425,Automatic,Diesel,13500
Toyota, Auris,2015.0,1.8,30718,Automatic,Hybrid,12995
Toyota, Auris,2012.0,1.6,65073,Manual,Petrol,5458
Volkswagen, Touran,2019.0,2.0,7000,Manual,Diesel,27950
Ford, Kuga,2015.0,2.0,19673,Automatic,Diesel,13590
Toyota, Yaris,2018.0,1.5,7400,Manual,Petrol,11495
Audi,A4,2017.0,1.4,10001,Manual,Petrol,17400
Vauxhall, Corsa,2018.0,1.4,15589,Manual,Petrol,8300
Ford, Focus,2019.0,1.0,2894,Manual,Petrol,19230
Mercedes, A Class,2019.0,2.0,4149,Automatic,Diesel,23499
Vauxhall, Astra,2017.0,1.4,14920,Manual,Petrol,11000
BMW,3 Series,2017.0,2.0,49877,Automatic,Diesel,13400
Audi,A4,2016.0,2.0,21944,Manual,Petrol,15998
Vauxhall, Crossland X,2018.0,1.2,17682,Semi-Auto,Petrol,11999
Mercedes, C Class,2018.0,2.1,13800,Semi-Auto,Diesel,21160
BMW,X4,2017.0,3.0,25357,Semi-Auto,Diesel,25990
Volkswagen, Tiguan,2017.0,2.0,29794,Semi-Auto,Diesel,17831
Volkswagen, Touran,2013.0,1.6,37975,Manual,Diesel,9800
Vauxhall, Corsa,2017.0,1.4,4812,Automatic,Petrol,11495
Skoda, Octavia,2019.0,2.0,1932,Automatic,Petrol,24950
Ford, KA,2014.0,1.2,35824,Manual,Petrol,4560
Volkswagen, Golf,2016.0,1.4,24365,Manual,Petrol,12489
Vauxhall, Insignia,2019.0,1.5,16208,Manual,Petrol,15499
Mercedes, C Class,2019.0,1.5,12999,Semi-Auto,Petrol,24799
Mercedes, C Class,2015.0,2.1,35592,Automatic,Diesel,16679
BMW,4 Series,2019.0,2.0,7102,Automatic,Diesel,27940
Mercedes, A Class,2019.0,2.0,2113,Semi-Auto,Diesel,24399
Ford, Focus,2017.0,1.0,17445,Manual,Petrol,11899
Audi,A1,2015.0,1.0,23081,Manual,Petrol,11998
Skoda, Superb,2019.0,2.0,10587,Automatic,Diesel,17490
Vauxhall, Astra,2019.0,1.4,10707,Manual,Petrol,12798
BMW,3 Series,2019.0,2.0,4400,Automatic,Diesel,31630
Audi,A4,2015.0,2.0,52992,Semi-Auto,Diesel,12000
Volkswagen, Sharan,2017.0,2.0,29378,Manual,Diesel,17480
BMW,3 Series,2020.0,3.0,1000,Semi-Auto,Diesel,37995
Hyundai,I20,2013.0,1.4,12508,Automatic,Petrol,6766
Ford, Fiesta,2018.0,1.0,23345,Manual,Petrol,10390
Vauxhall, Astra,2014.0,1.4,58450,Manual,Petrol,4890
Mercedes, CL Class,2015.0,1.6,19812,Semi-Auto,Petrol,15499
Mercedes, CLS Class,2016.0,2.1,27167,Automatic,Diesel,19770
Vauxhall, Crossland X,2019.0,1.2,3499,Manual,Petrol,11290
BMW,5 Series,2016.0,3.0,22312,Automatic,Diesel,19999
Toyota, Aygo,2017.0,1.0,22686,Manual,Petrol,7750
Mercedes, GLA Class,2015.0,2.1,72300,Semi-Auto,Diesel,14595
Ford, EcoSport,2015.0,1.0,32020,Manual,Petrol,8298
Skoda, Fabia,2018.0,1.0,9270,Manual,Petrol,10795
Ford, Focus,2016.0,1.0,15903,Automatic,Petrol,10800
Ford, Kuga,2017.0,2.0,26000,Manual,Diesel,15762
BMW,X3,2016.0,2.0,85575,Automatic,Diesel,13400
Toyota, Yaris,2018.0,1.5,11087,Manual,Petrol,10490
Audi,Q3,2017.0,1.4,67161,Manual,Petrol,14000
Ford, Focus,2018.0,1.0,11913,Manual,Petrol,13000
Toyota, Aygo,2017.0,1.0,30100,Manual,Petrol,7695
BMW,X5,2019.0,3.0,5914,Automatic,Diesel,43946
Skoda, Octavia,2014.0,2.0,47381,Manual,Petrol,11995
Volkswagen, Tiguan,2017.0,2.0,13947,Automatic,Diesel,25000
Vauxhall, Crossland X,2019.0,1.2,14340,Manual,Petrol,12000
Ford, Focus,2014.0,1.5,71250,Manual,Diesel,6936
Mercedes, C Class,2015.0,1.6,40786,Automatic,Diesel,16699
Vauxhall, Astra,2017.0,1.6,58740,Manual,Diesel,9999
Audi,A4,2016.0,2.0,17855,Manual,Diesel,17699
Vauxhall, Crossland X,2017.0,1.2,36634,Manual,Petrol,10891
Vauxhall, Astra,2018.0,1.0,12532,Manual,Petrol,9999
Vauxhall, Insignia,2017.0,2.0,47245,Manual,Diesel,11659
Audi,A3,2015.0,2.0,72952,Manual,Diesel,9999
Mercedes, E Class,2018.0,2.0,22073,Automatic,Diesel,20599
Audi,Q2,2019.0,2.0,7481,Semi-Auto,Diesel,27000
Hyundai,I10,2017.0,1.0,5970,Manual,Petrol,7298
Volkswagen, Touran,2017.0,1.6,35428,Manual,Diesel,15995
Ford, B-MAX,2014.0,1.6,36727,Manual,Diesel,6498
Ford, Focus,2017.0,1.5,30680,Manual,Diesel,11980
BMW,5 Series,2019.0,2.0,7657,Semi-Auto,Hybrid,27241
Vauxhall, Corsa,2019.0,1.4,15616,Manual,Petrol,9800
Audi,Q2,2019.0,1.6,4304,Semi-Auto,Diesel,22991
Volkswagen, Tiguan,2017.0,1.4,8829,Manual,Petrol,19690
Toyota, Corolla,2019.0,2.0,6989,Automatic,Hybrid,23995
Skoda, Karoq,2019.0,1.6,8772,Automatic,Diesel,19795
Toyota,RAV4,2016.0,2.5,48980,Automatic,Hybrid,19500
BMW,5 Series,2019.0,2.0,9334,Semi-Auto,Diesel,26350
Skoda, Fabia,2016.0,1.0,20845,Manual,Petrol,7999
Ford, Focus,2017.0,2.0,11323,Manual,Petrol,18250
Audi,A5,2019.0,2.0,17912,Semi-Auto,Petrol,24975
Volkswagen, Golf,2019.0,1.5,4000,Manual,Petrol,19995
BMW,5 Series,2015.0,2.0,91498,Manual,Diesel,9500
Skoda, Fabia,2017.0,1.2,21581,Semi-Auto,Petrol,11295
Skoda, Octavia,2015.0,2.0,28204,Manual,Diesel,9699
Ford, Focus,2019.0,1.0,4637,Manual,Petrol,15750
Vauxhall, Mokka X,2019.0,1.4,16462,Manual,Petrol,12998
Vauxhall, Astra,2016.0,1.6,33790,Manual,Diesel,7995
Volkswagen, Golf,2019.0,1.0,14953,Manual,Petrol,15480
Ford, Kuga,2018.0,2.0,16316,Manual,Diesel,19000
Vauxhall, Astra,2019.0,1.4,19179,Manual,Petrol,10995
BMW,1 Series,2017.0,3.0,21491,Manual,Petrol,18290
Skoda, Octavia,2018.0,1.6,16560,Manual,Diesel,12498
Toyota, Yaris,2016.0,1.5,31482,Automatic,Hybrid,10989
Ford, Fiesta,2018.0,1.0,26460,Manual,Petrol,10495
BMW,X1,2016.0,2.0,20737,Manual,Diesel,16000
Audi,A5,2019.0,2.0,4000,Automatic,Diesel,28895
BMW,M4,2020.0,3.0,30,Semi-Auto,Petrol,48000
BMW,1 Series,2017.0,1.5,12000,Manual,Diesel,11990
Toyota, Yaris,2016.0,1.3,14704,Manual,Petrol,8995
Hyundai,I40,2017.0,1.7,15326,Manual,Diesel,10277
Vauxhall, Astra,2017.0,1.4,22454,Manual,Petrol,8500
Audi,A1,2019.0,2.0,14,Semi-Auto,Petrol,25888
Ford, Fiesta,2018.0,1.0,17056,Manual,Petrol,10499
Toyota, C-HR,2018.0,1.8,24248,Automatic,Hybrid,17798
Ford, Edge,2017.0,2.0,20045,Semi-Auto,Diesel,20750
Vauxhall, Mokka X,2019.0,1.4,11387,Manual,Petrol,14995
Volkswagen, Golf,2019.0,1.5,9348,Manual,Petrol,19691
Ford, Fiesta,2019.0,1.0,15061,Manual,Petrol,12999
Mercedes, C Class,2016.0,2.1,11017,Semi-Auto,Diesel,20449
Toyota, Aygo,2017.0,1.0,31612,Manual,Petrol,6318
Toyota, C-HR,2017.0,1.2,29557,Manual,Petrol,15495
Mercedes, GLE Class,2016.0,3.0,18524,Automatic,Diesel,30045
BMW,X3,2017.0,2.0,75786,Automatic,Diesel,17500
Ford, Ka+,2017.0,1.2,4308,Manual,Petrol,7500
Mercedes, B Class,2019.0,2.0,9814,Semi-Auto,Diesel,27146
Audi,A1,2019.0,1.0,2348,Manual,Petrol,19990
Vauxhall, Crossland X,2019.0,1.2,5825,Manual,Petrol,14595
Skoda, Octavia,2019.0,1.0,11950,Manual,Petrol,12850
Ford, Kuga,2017.0,2.0,40860,Manual,Diesel,12999
Hyundai, Tucson,2017.0,1.7,13490,Manual,Diesel,13998
Audi,Q2,2018.0,1.6,18554,Manual,Diesel,18495
Volkswagen, Polo,2017.0,1.0,8129,Manual,Petrol,10995
BMW,1 Series,2019.0,1.5,1501,Manual,Diesel,16440
Toyota, Yaris,2020.0,1.5,3113,Automatic,Petrol,19276
Toyota,GT86,2019.0,2.0,489,Manual,Petrol,27950
Volkswagen, Golf,2019.0,2.0,3935,Semi-Auto,Diesel,19450
Toyota, Yaris,2019.0,1.5,3500,Manual,Petrol,15490
Volkswagen, Polo,2017.0,1.2,19822,Manual,Petrol,10350
Volkswagen, Polo,2016.0,1.2,19608,Manual,Petrol,10190
Ford, Kuga,2017.0,2.0,59455,Manual,Diesel,10589
Ford, Fiesta,2016.0,1.0,48548,Manual,Petrol,7242
Audi,A3,2018.0,1.5,15215,Manual,Petrol,19990
Mercedes, C Class,2016.0,2.1,26682,Manual,Diesel,13660
Volkswagen, Polo,2018.0,1.0,7763,Manual,Petrol,12495
Toyota, Aygo,2018.0,1.0,26814,Semi-Auto,Petrol,10000
Volkswagen, Up,2016.0,1.0,40524,Manual,Petrol,5695
Mercedes, GLC Class,2019.0,2.1,12972,Semi-Auto,Diesel,30582
Vauxhall, Astra,2017.0,0.0,21814,Manual,Diesel,10700
Vauxhall, Astra,2020.0,1.2,298,Manual,Petrol,15690
Audi,Q5,2016.0,2.0,41185,Semi-Auto,Diesel,19400
Vauxhall, Insignia,2017.0,2.0,59951,Manual,Diesel,11678
Ford, Fiesta,2017.0,1.0,12955,Manual,Petrol,10495
BMW,2 Series,2015.0,1.5,23742,Semi-Auto,Petrol,15882
